Bus_name,Bus_type,Start_time,End_time,Total_duration,Prices,Seats_Available,Ratings,Route_name,Route_link
TSRTC - 7896,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:50,17:45,04h 55m,INR 310,32 Seats available,3.2,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
TSRTC - 1139,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),14:20,18:50,04h 30m,INR 377,40 Seats available,"3.3
63",Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
TSRTC - 8101,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,18:25,03h 55m,INR 310,31 Seats available,3.2,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
TSRTC - 7998,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,18:50,02h 00m,INR 310,31 Seats available,"3.2
7",Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
TSRTC - 8009,LAHARI A/C SLEEPER CUM SEATER,18:00,21:55,03h 55m,INR 377,45 Seats available,"2.9
45",Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
TSRTC - 6010,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,23:10,04h 40m,INR 312,31 Seats available,"3.2
16",Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
TSRTC - 8113,RAJDHANI (A.C. Semi Sleeper),18:30,22:25,03h 55m,INR 377,33 Seats available,"3.3
30",Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
TSRTC - 4007,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,22:30,03h 30m,INR 312,31 Seats available,"1.9
30",Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
TSRTC - 1966,RAJDHANI (A.C. Semi Sleeper),22:00,02:35,04h 35m,INR 377,33 Seats available,"4.7
13",Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
Orange Tours And Travels,A/C Sleeper (2+1),22:00,01:45,03h 45m,INR 600,27 Seats available,3.6,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
Vamshi Tours Travels and Holidays,NON A/C Semi Sleeper (2+2),18:30,03:15,08h 45m,INR 3996,37 Seats available,4.1,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
Saini Travels Pvt. Ltd.,AC Sleeper (2+1),21:30,01:40,04h 10m,INR 1000,30 Seats available,3.8,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
Vijayant Travels,A/C Sleeper (2+1),21:45,01:15,03h 30m,1140,24 Seats available,3.9,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
Shri Mahadev (f.d.m),NON A/C Sleeper (2+1),21:45,03:15,05h 30m,INR 1000,32 Seats available,1.7,Hyderabad to Armoor,https://www.redbus.in/bus-tickets/hyderabad-to-armoor
APSRTC - 5734,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,22:00,06h 45m,INR 584,32 Seats available,"3.5
18",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
APSRTC - 5732,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,23:30,07h 00m,INR 584,27 Seats available,"3.6
9",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
APSRTC - 5694,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:00,02:15,09h 15m,INR 584,27 Seats available,"3.8
9",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
APSRTC - 56912,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,01:45,08h 30m,INR 584,34 Seats available,"2.5
5",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
APSRTC - 47463,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:20,03:30,09h 10m,INR 584,25 Seats available,"4.7
22",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
APSRTC - 66310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,04:00,09h 00m,INR 584,33 Seats available,3.8,Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
APSRTC - 6926,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,05:30,10h 30m,INR 584,32 Seats available,"3.7
43",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
APSRTC - 5692,STAR LINER(NON-AC SLEEPER 2+1),19:15,04:00,08h 45m,INR 756,19 Seats available,"3.5
43",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
APSRTC - 6893,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,06:15,10h 35m,INR 584,33 Seats available,"4.0
20",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
APSRTC - 6835,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,04:55,09h 10m,INR 584,30 Seats available,"4.0
44",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
APSRTC - 6646,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,04:10,08h 10m,INR 584,33 Seats available,"3.9
42",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
APSRTC - 66330,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,05:30,09h 15m,INR 584,30 Seats available,"2.5
28",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
APSRTC - 6855,INDRA(A.C. Seater),20:30,05:45,09h 15m,INR 706,37 Seats available,"4.4
54",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
APSRTC - 6806,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,06:30,10h 00m,INR 584,31 Seats available,"4.3
32",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
APSRTC - 6735,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,06:00,09h 15m,INR 584,30 Seats available,"3.6
33",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
Al madeena Travels,Non A/C Seater / Sleeper (2+1),21:15,06:15,09h 00m,INR 550,26 Seats available,"4.4
334",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
Sri Balaji Transports,A/C Seater / Sleeper (2+1),21:50,05:45,07h 55m,INR 700,32 Seats available,"4.4
307",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
Sri Balaji Transports,A/C Sleeper (2+1),21:50,06:00,08h 10m,INR 1090,12 Seats available,"4.4
191",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
AdOrange Tours And Travels,Scania AC Multi Axle Sleeper (2+1),23:00,04:15,05h 15m,INR 1280,5 Seats available,"3.9
6",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
Sri Balaji Transports,Non A/C Seater / Sleeper (2+1),22:00,06:08,08h 08m,INR 550,23 Seats available,"4.1
249",Hyderabad to Anantapur (andhra pradesh),https://www.redbus.in/bus-tickets/hyderabad-to-ananthapur
APSRTC - 5151,STAR LINER(NON-AC SLEEPER 2+1),18:00,03:15,09h 15m,INR 677,9 Seats available,"4.2
21",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 5870,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,04:00,09h 30m,INR 522,17 Seats available,"3.6
33",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 5070,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:45,03:15,08h 30m,INR 524,19 Seats available,"3.9
4",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 48821,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,04:15,09h 15m,INR 522,16 Seats available,"4.1
32",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 5859,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,04:00,09h 00m,INR 555,14 Seats available,"3.3
18",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 5867,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,07:00,11h 30m,INR 569,23 Seats available,"3.3
4",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 5994,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,05:45,10h 15m,INR 555,23 Seats available,"3.3
25",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 5181,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:40,04:40,09h 00m,INR 524,20 Seats available,"3.2
32",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 5922,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:45,04:50,09h 05m,INR 522,17 Seats available,"3.2
5",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 5916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,05:00,09h 10m,INR 572,9 Seats available,"2.4
7",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 5906,INDRA(A.C. Seater),20:00,05:30,09h 30m,INR 632,14 Seats available,"4.5
78",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 5926,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:15,05:45,09h 30m,INR 555,18 Seats available,"4.1
58",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 5381,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,07:00,10h 30m,INR 592,14 Seats available,"4.3
5",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 5876,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05:30,09h 00m,INR 522,23 Seats available,"4.1
65",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 5020,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30,04:15,07h 45m,INR 725,13 Seats available,"4.5
39",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Sri Vengamamba Bus Transport (SVBT),A/C Seater / Sleeper (2+1),21:40,06:15,08h 35m,INR 700,18 Seats available,"4.4
285",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
V Kaveri Travels,Scania AC Multi Axle Sleeper (2+1),21:30,05:45,08h 15m,INR 1100,20 Seats available,"4.2
251",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Kamakshi Tours And Travels,Non A/C Seater / Sleeper (2+1),21:30,06:00,08h 30m,INR 500,22 Seats available,"4.2
185",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Chandu Travels,A/C Sleeper (2+1),22:15,05:45,07h 30m,779,23 Seats available,"4.1
158",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
Sri Krishna Travels,A/C Sleeper (2+1),22:30,05:30,07h 00m,INR 1000,18 Seats available,"4.0
90",Hyderabad to Ongole,https://www.redbus.in/bus-tickets/hyderabad-to-ongole
APSRTC - 5655,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,02:10,09h 40m,INR 710,31 Seats available,"3.7
7",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
APSRTC - 9147,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:00,05:30,09h 30m,INR 678,29 Seats available,"4.0
7",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
APSRTC - 6031,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05:40,09h 10m,INR 710,25 Seats available,"4.3
41",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
APSRTC - 9235,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,05:25,08h 25m,INR 710,26 Seats available,"2.6
32",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
APSRTC - 6067,STAR LINER(NON-AC SLEEPER 2+1),21:00,05:40,08h 40m,INR 920,15 Seats available,"4.4
51",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
APSRTC - 6035,INDRA(A.C. Seater),21:30,05:50,08h 20m,INR 859,36 Seats available,"4.2
70",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
APSRTC - 5351,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:50,05:40,07h 50m,INR 678,29 Seats available,3.9,Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
APSRTC - 6033,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,05:50,07h 50m,INR 710,31 Seats available,"4.3
29",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
APSRTC - 5651,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,07:55,09h 25m,INR 710,31 Seats available,"4.0
28",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
APSRTC - 47143,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:00,06:05,07h 05m,INR 873,15 Seats available,"4.2
55",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
APSRTC - 5663,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,07:00,07h 45m,INR 678,33 Seats available,"3.6
12",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
APSRTC - 9198,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,07:20,07h 50m,INR 678,32 Seats available,"3.6
15",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
APSRTC - 5418,VENNELA (A.C. SLEEPER),23:55,07:05,07h 10m,INR 1271,7 Seats available,"2.1
7",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
APSRTC - 5442,VENNELA (A.C. SLEEPER),23:55,06:25,06h 30m,INR 1271,19 Seats available,"2.5
13",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
KNR TRAVELS,Non A/C Seater / Sleeper (2+1),21:40,05:55,08h 15m,INR 500,20 Seats available,"4.7
449",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
Sai Karthik Travels,Non A/C Seater / Sleeper (2+1),23:30,07:10,07h 40m,INR 600,28 Seats available,"4.6
280",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
Jagan Travels,Non A/C Seater / Sleeper (2+1),21:45,05:38,07h 53m,INR 600,22 Seats available,"4.6
228",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
Sri Vinayaka Travels,NON A/C Seater/ Sleeper (2+1),21:35,05:58,08h 23m,INR 550,20 Seats available,"4.5
334",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
CMR Express,NON A/C Sleeper (2+1),22:05,06:02,07h 57m,INR 800,9 Seats available,"4.5
203",Kadapa to Hyderabad,https://www.redbus.in/bus-tickets/kadapa-to-hyderabad
TSRTC - 6762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:30,22:20,10h 50m,INR 732,3 Seats available,"2.7
38",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TSRTC - 1711,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,03:30,12h 30m,INR 732,25 Seats available,"4.2
23",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TSRTC - 4457,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,04:30,13h 30m,INR 764,23 Seats available,"3.4
9",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TSRTC - 7452,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:45,04:30,12h 45m,INR 732,25 Seats available,"2.8
15",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TSRTC - 9595,Lahari A/C sleeper,16:30,05:30,13h 00m,INR 1114,4 Seats available,"3.8
54",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TSRTC - 2474,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:40,04:30,11h 50m,INR 732,22 Seats available,"2.4
35",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TSRTC - 7649,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:40,05:30,12h 50m,INR 732,15 Seats available,"4.2
24",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TSRTC - 1759,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:45,05:50,13h 05m,INR 732,2 Seats available,"3.6
25",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TSRTC - 2855,LAHARI A/C SLEEPER CUM SEATER,16:45,07:40,14h 55m,INR 819,23 Seats available,"3.9
9",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TSRTC - 2014,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:05,06:25,13h 20m,INR 732,22 Seats available,"3.2
14",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TSRTC - 2765,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:15,06:30,13h 15m,INR 764,31 Seats available,"4.5
10",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TSRTC - 1453,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,04:30,11h 00m,INR 732,20 Seats available,"3.5
33",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TSRTC - 7694,LAHARI A/C SLEEPER CUM SEATER,17:30,06:00,12h 30m,INR 784,20 Seats available,"4.0
57",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TSRTC - 8261,RAJDHANI (A.C. Semi Sleeper),17:45,04:45,11h 00m,INR 776,16 Seats available,"3.0
58",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
TSRTC - 1962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:25,08:40,13h 15m,INR 732,19 Seats available,"4.3
42",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
IntrCity SmartBus,AC Sleeper (2+1),21:30,07:20,09h 50m,INR 900,14 Seats available,"4.7
525",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
Ramana Tours And Travels,A/C Sleeper (2+1),19:45,08:05,12h 20m,850,16 Seats available,"4.6
674",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
Zingbus Plus,A/C Sleeper (2+1),20:50,07:55,11h 05m,847,26 Seats available,"4.5
522",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
AdBalaji Cabs,Bharat Benz A/C Sleeper (2+1),18:30,03:30,09h 00m,INR 1400,19 Seats available,"3.9
232",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
IntrCity SmartBus,AC Sleeper (2+1),20:20,06:45,10h 25m,INR 899,28 Seats available,"4.4
468",Hyderabad to Tirupati,https://www.redbus.in/bus-tickets/hyderabad-to-tirupathi
SBSTC-KOLKATA - RAMPURHAT - VIA - TARAPITH - 12:20 - 3010,Non AC Seater (2+3),12:20,14:20,02h 00m,INR 95,51 Seats available,3.7,Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KARUNAMOYEE - BURDWAN - 13:00 (KALNA DEPOT) - 113,Non AC Seater (2+3),13:00,15:00,02h 00m,INR 100,50 Seats available,"3.3
28",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KOLKATA - RAMPURHAT - VIA - TARAPITH - 14:00 - 2912,Non AC Seater (2+3),14:00,16:00,02h 00m,INR 95,52 Seats available,"2.7
10",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KOLKATA - CHAKTA - 14:15 (KALNA DEPOT) - 1060,Non AC Seater (2+3),14:15,16:15,02h 00m,INR 95,52 Seats available,3.7,Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-KOLKATA - RAMPURHAT - VIA - TARAPITH - 15:10 - 2494,Non AC Seater (2+3),15:10,17:10,02h 00m,INR 95,52 Seats available,"3.0
12",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),15:30,17:00,01h 30m,INR 429,53 Seats available,"4.7
10",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
Express Line (Karunamoyee),Volvo 9600 A/C Semi Sleeper (2+2),15:45,18:00,02h 15m,INR 429,40 Seats available,"4.9
44",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
Greenline,Volvo 9600 Multi Axle Semi-Sleeper (2+2),16:00,17:50,01h 50m,INR 429,38 Seats available,"4.4
29",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
Express Line,Volvo A/C Seater (2+2),17:20,19:30,02h 10m,INR 429,45 Seats available,"3.9
26",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
Greenline,Volvo A/C Seater (2+2),18:05,20:45,02h 40m,INR 429,35 Seats available,"4.8
11",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
Suman sabir,Non AC Seater (2+3),18:50,22:00,03h 10m,INR 111,61 Seats available,1.2,Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,22:15,02h 45m,380,49 Seats available,"1.7
8",Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
Suman sabir,Non AC Seater (2+3),21:00,23:59,02h 59m,INR 111,54 Seats available,1.2,Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
Pammi Travels,A/C Sleeper (2+1),21:00,23:59,02h 59m,INR 1300,33 Seats available,3.7,Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
Pammi Travels,Non A/C Seater / Sleeper (2+1),21:00,23:59,02h 59m,INR 650,33 Seats available,3.7,Kolkata to Burdwan,https://www.redbus.in/bus-tickets/kolkata-to-burdwan
SBSTC-HALDIA - ASANSOL - VIA - KOLKATA - 09:30 (HLD DEPO - 1763,Non AC Seater (2+3),13:45,17:15,03h 30m,INR 150,52 Seats available,"3.8
6",Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur
SBSTC-KARUNAMOYEE - ASANSOL - AC - 16:15 (BEL DEPOT) - 1566,AC Seater (2+2),16:15,20:15,04h 00m,INR 300,31 Seats available,"2.7
33",Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur
Shyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),15:00,18:00,03h 00m,INR 486,29 Seats available,"4.5
110",Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur
Express Line,Volvo 9600 Multi Axle Semi-Sleeper (2+2),15:30,18:30,03h 00m,INR 486,53 Seats available,"4.3
75",Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur
Express Line (Karunamoyee),Volvo 9600 A/C Semi Sleeper (2+2),15:45,19:45,04h 00m,INR 486,35 Seats available,"4.9
232",Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur
Greenline,Volvo 9600 Multi Axle Semi-Sleeper (2+2),16:00,19:15,03h 15m,INR 486,38 Seats available,"4.6
138",Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur
Express Line,Volvo A/C Seater (2+2),17:20,21:20,04h 00m,INR 486,45 Seats available,"4.5
119",Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur
Greenline,Volvo A/C Seater (2+2),18:05,22:05,04h 00m,INR 486,35 Seats available,"4.6
95",Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur
Royal Cruiser,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,23:15,03h 45m,475,49 Seats available,"3.6
172",Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur
Pariwartan Bus Service,NON A/C Seater / Sleeper (2+2),18:30,23:00,04h 30m,INR 500,54 Seats available, ,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur
Maharani Travels,A/C Seater / Sleeper (2+1),21:05,01:30,04h 25m,760,24 Seats available,2.7,Kolkata to Durgapur (West Bengal),https://www.redbus.in/bus-tickets/kolkata-to-durgapur
